,HEADING_x,CPT_name,Push_no,Depth,SCPT_RES,SCPT_FRES,SCPT_PWP1,SCPT_PWP2,SCPT_PWP3,SCPT_CON,SCPT_TEMP,SCPT_PH,SCPT_SLP1,SCPT_SLP2,SCPT_REDX,SCPT_MAGT,SCPT_MAGX,SCPT_MAGY,SCPT_MAGZ,SCPT_SMP,SCPT_NGAM,SCPT_REM,SCPT_FRR,SCPT_QT,SCPT_FT,SCPT_QE,SCPT_BDEN,SCPT_CPO,SCPT_CPOD,SCPT_QNET,SCPT_FRRC,SCPT_EXPP,SCPT_BQ,SCPT_ISPP,SCPT_NQT,SCPT_NFR,FILE_FSET_x,SCPT_SECS,SCPT_DPPR,SCPT_FFD1,SCPT_FFD2,SCPT_PMT,SCPT_PID,SCPT_FID,SCPT_DECD,SCPT_SWV,SCPT_PWV,Location_ID,HEADING_y,SCPG_TYPE,SCPG_REF,SCPG_CSA,SCPG_RATE,SCPG_FILT,SCPG_FRIC,SCPG_WAT,SCPG_WATA,SCPG_REM,SCPG_ENV,SCPG_CONT,SCPG_METH,SCPG_CRED,SCPG_CAR,SCPG_SLAR,FILE_FSET_y,SCPG_DATE,SCPG_EXC,SCPG_FHL,SCPG_ORNT,SCPG_PED,SCPG_TERM,SCPG_ZLOC,SCPG_ZBC,SCPG_ZAC,SCPG_ZBF,SCPG_ZAF,SCPG_ZBU1,SCPG_ZAU1,SCPG_ZBU2,SCPG_ZAU2,SCPG_ZBU3,SCPG_ZAU3,SCPG_ZBI1,SCPG_ZAI1,SCPG_ZBI2,SCPG_ZAI2,SCPG_CRDT,SCPG_MILE,TEST_STAT,SCPG_CPC,SCPG_CFOS,SCPG_REMS,SCPG_REMP,SCPG_APCL,UNIQUE_GEOL,DEPTH_TOP,DEPTH_BASE,GEOL_UNIT,SOIL_CLASS,UNIT_WEIGHT,K0,Phi,Nkt_UB,Nkt_LB,Kg,inc_sigv0,base_sigv0,Elev,Rf,qt_uncorr,sig_v0,u0,eff_sig_v0,CPT_name_shift,Push_no_shift,u0b,u2_corr,qt_corr,eff_sig_y_UB,eff_sig_y_LB,OCR_UB,OCR_LB,Fr,Bq_uncorr,Bq_corr,n_IC,Qtn,Ic,eff_p,qc/eff_sig_v0^0.5,n_G0,G0_ICP,G0_RS,G0_Baldi,Dr_Baldi,Dr_Jam_dry,Dr_Jam_sat,peak_phi_UB,peak_phi_LB,Su_UB,Su_LB,G0_A,G0_B,G0_C,G0_D,G0_E,Check_push_no
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DATA,BH07-HSINCHU,1.0,0.02,0.052,0.0003,,0.0211,,,,,-0.7293,2.1017,,,,,,,,,0.61,0.0566,,0.0355,1.83,0.36,0.16,0.0563,0.56,0.0209,0.3719,0.0002,343.4281,0.5633,,,0.37,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.02,0.576923076923077,0.056430999999999995,0.3999999999999915,0.2,0.19999999999999146,,,0.2,0.0213,0.056630999999999994,18.556230000000003,6.026944224608088,92.78115000000398,30.134721123041725,0.5335135423520834,0.3730077992539844,0.37523785812096533,100.0,1.6327544253972117e+270,266.74460241683096,0.13333333333332764,116.27553482999156,11.627553482999156,,,0.7295206563180772,-5.327841049276978,-27.52726385707814,-28.57510757853363,37.57377271605784,27.254102253101223,3.7487333333333335,2.81155,2.1908902300206177,2.9211869733608236,3.6514837167010294,4.381780460041235,5.112077203381441,1.0
2,DATA,BH07-HSINCHU,1.0,0.04,0.036,0.0021,,0.0217,,,,,0.6316,2.0,,,,,,,,,5.85,0.0406,,0.0189,1.83,0.72,0.33,0.0398,5.2,0.0213,0.5344,0.0004,121.6418,5.289,,,0.525,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.04,5.833333333333334,0.040556999999999996,0.7999999999999972,0.4,0.39999999999999714,BH07-HSINCHU,1.0,0.2,0.0219,0.040756999999999995,13.18581,4.712609564873516,32.964525000000236,11.781523912183873,5.2556498235603275,0.5357547098624142,0.5380784343168906,0.8602911989511072,46.10212008724604,2.651164857539348,0.2666666666666648,56.920997883031035,5.6920997883031035,,,0.9639878761776198,-34.02346286664507,-50.72228018082504,-51.81250218583249,35.27812297066839,23.23671519866969,2.6638,1.9978500000000001,3.0983866769659225,4.131182235954563,5.163977794943205,6.196773353931845,7.229568912920485,0.0
3,DATA,BH07-HSINCHU,1.0,0.06,0.037,0.0029,,0.0198,,,,,0.6316,2.0,,,,,,,,,7.91,0.0408,,0.021,1.83,1.08,0.49,0.0397,7.1,0.0192,0.484,0.0006,80.7401,7.2954,,,0.471,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.06,7.837837837837838,0.041158,1.1999999999999886,0.6,0.5999999999999887,BH07-HSINCHU,1.0,0.2,0.02,0.041358,13.252140000000004,4.729666140057116,22.086900000000426,7.882776900095343,7.221475173066386,0.4805045297562439,0.4830917874396134,0.9094805408096619,42.07099787729416,2.7800117229949244,0.3999999999999924,47.76679460322526,4.776679460322526,,,1.2085222480565352,-41.51797762800021,-56.09778611128572,-57.075357800841715,34.67856178975998,22.18748313207997,2.6772000000000005,2.0079000000000002,3.7947331922020195,5.059644256269359,6.324555320336699,7.589466384404039,8.854377448471377,0.0
4,DATA,BH07-HSINCHU,1.0,0.08,0.112,0.0042,,0.0267,,,,,-0.0702,1.5254,,,,,,,,,3.72,0.1181,,0.0913,1.83,1.44,0.66,0.1166,3.54,0.026,0.2226,0.0008,177.9826,3.5848,,,0.22,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.08,3.75,0.117607,1.5999999999999943,0.8,0.7999999999999943,BH07-HSINCHU,1.0,0.2,0.0269,0.11780700000000001,38.348310000000005,10.164402161010761,47.93538750000035,12.705502701263542,3.6142401060177094,0.2232623893385744,0.2245992065882434,0.7968828133802778,54.332876474175094,2.4842205814524854,0.5333333333333296,125.21980673998868,12.521980673998867,,,1.882720299874234,-5.144191466989327,-23.15024539091256,-24.071277306701766,37.588464682640854,27.279813194621493,7.747133333333334,5.810350000000001,4.381780460041313,5.842373946721751,7.302967433402189,8.763560920082625,10.224154406763065,0.0
5,DATA,BH07-HSINCHU,1.0,0.1,0.196,0.0079,,-0.0177,,,,,0.4561,1.8644,,,,,,,,,4.04,0.1918,,0.2096,1.83,1.8,0.82,0.19,4.12,-0.0187,-0.0985,0.001,232.0469,4.1616,,,-0.098,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.1,4.030612244897959,0.192283,2.0,1.0,1.0,BH07-HSINCHU,1.0,0.2,-0.0175,0.19248300000000002,62.859390000000005,14.508117740697198,62.859390000000005,14.508117740697198,4.147351732175575,-0.09827467508920922,-0.09712152790537738,0.7844919980833959,70.40576841679471,2.451439736278176,0.6666666666666666,196.0,19.6,,,2.456445340920782,11.594767717401615,-7.7120780148692125,-8.099066968523248,38.927581417392126,29.623267480436226,12.698866666666667,9.52415,4.898979485566356,6.531972647421808,8.16496580927726,9.797958971132712,11.430952132988164,0.0
6,DATA,BH07-HSINCHU,1.0,0.12,0.371,0.0076,,-0.0574,,,,,-0.8722,3.4392,,,,,,,,,2.05,0.3592,,0.4166,1.83,2.16,0.98,0.357,2.12,-0.0586,-0.1641,0.0012,363.2423,2.1289,,,-0.163,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.12,2.0485175202156336,0.358946,2.4000000000000057,1.2,1.2000000000000057,BH07-HSINCHU,1.0,0.2,-0.0572,0.35914599999999997,117.72618,22.7936120476841,98.10514999999953,18.994676706403325,2.1303672641038722,-0.16435466952370806,-0.16370190555745545,0.6947816202169728,76.76510762512937,2.2157203923903523,0.8000000000000038,338.6751147240269,33.86751147240269,6.058168818450331,7.678714081897002,3.1997468174548986,32.20053580706598,11.01155331120161,11.703830871072942,40.57604286456528,32.50807501298924,23.783066666666667,17.8373,5.366563145999508,7.155417527999344,8.944271909999179,10.733126291999016,12.52198067399885,0.0
7,DATA,BH07-HSINCHU,1.0,0.14,0.43,0.0074,,-0.0284,,,,,-0.0526,1.5085,,,,,,,,,1.72,0.4239,,0.4522,1.83,2.52,1.15,0.4214,1.75,-0.0297,-0.0706,0.0014,367.4864,1.7562,,,-0.07,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.14,1.7209302325581395,0.42403599999999997,2.799999999999997,1.4000000000000001,1.399999999999997,BH07-HSINCHU,1.0,0.2,-0.028200000000000003,0.42423599999999995,139.07387999999997,25.69930424407854,99.33848571428591,18.35664588862757,1.7559012519101362,-0.07074419090486095,-0.07023605007640545,0.6755960987145885,75.04915495495234,2.1651056570035396,0.9333333333333313,363.41632953326257,36.34163295332625,6.706065830621461,8.441452469487695,3.6135283316742823,34.606676503433214,13.601885519297468,14.479262550673827,40.76853412027466,32.84493471048065,28.095733333333328,21.071799999999996,5.7965506984757695,7.72873426463436,9.660917830792949,11.593101396951539,13.52528496311013,0.0
8,DATA,BH07-HSINCHU,1.0,0.16,0.478,0.0071,,-0.1062,,,,,-0.0526,1.5085,,,,,,,,,1.49,0.4552,,0.5614,1.83,2.88,1.31,0.4523,1.56,-0.1078,-0.2383,0.0016,345.1823,1.5699,,,-0.237,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.16,1.485355648535565,0.455698,3.200000000000003,1.6,1.6000000000000028,BH07-HSINCHU,1.0,0.2,-0.106,0.45589799999999997,149.39034,27.058066882079977,93.36896249999984,16.911291801299956,1.568374501323178,-0.2382330971628604,-0.23768605118644218,0.6689214573351321,71.65039789479296,2.1473278763237773,1.0666666666666684,377.892180390121,37.7892180390121,7.264432815870239,9.112845763906321,3.992055497069194,35.847414352489096,15.101922113776048,16.08974279735202,40.86779314819913,33.01863800934847,30.179866666666666,22.6349,6.196773353931872,8.262364471909162,10.327955589886454,12.393546707863743,14.459137825841033,0.0
9,DATA,BH07-HSINCHU,1.0,0.18,0.511,0.0085,,-0.0338,,,,,-0.0526,1.5085,,,,,,,,,1.67,0.5038,,0.5376,1.83,3.24,1.47,0.5005,1.7,-0.0356,-0.0711,0.0018,339.5156,1.7082,,,-0.071,,,,,,,,,BH07-HSINCHU,DATA,PC,200214.0,10.0,20.0,,N,,,,,PDE,ISO 22476-1:2012,,0.79,0.009,,2022-01-06T03:37,,,,0.0,STROKE,BB,1.285,0.59,0.0,0.0,,,0.864,-0.017,,,,,,,,,Final,,80.0,,,2.0,Sandy Clay_26,0.0,5.0,Sandy Clay,SILT,20.0,0.5,,15.0,20.0,215.0,100.0,100.0,-0.18,1.6634050880626225,0.503902,3.5999999999999943,1.7999999999999998,1.7999999999999945,BH07-HSINCHU,1.0,0.2,-0.0336,0.5041019999999999,165.16566,29.08618618506014,91.75870000000029,16.15899232503346,1.698294911908444,-0.07115702115921982,-0.07072898809595166,0.6730586146339657,74.44588390269378,2.157927522555883,1.1999999999999964,380.87691216746475,38.08769121674648,7.725381979697179,9.684661965192612,4.3286962630109755,35.92320700004618,15.526876887773142,16.545327975547384,40.873856560003695,33.029248980006464,33.3668,25.0251,6.572670690061984,8.763560920082643,10.954451150103306,13.145341380123968,15.336231610144628,0.0
